"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"RichFactor"	"FoldEnrichment"	"zScore"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0045047"	"BP"	"GO:0045047"	"protein targeting to ER"	"13/410"	"46/18888"	0.282608695652174	13.0193001060445	12.1573951382147	1.04537072806928e-11	4.08963159266458e-09	3.54959947286267e-09	"SSR3/SPCS3/SEC61B/SPCS1/SPCS2/SEC61G/SEC61A1/SRPRB/HSPA5/TRAM1/HERPUD1/TRAM2/MAN1A1"	13
"GO:0070972"	"BP"	"GO:0070972"	"protein localization to endoplasmic reticulum"	"16/410"	"79/18888"	0.20253164556962	9.33028712565607	11.0518911866294	1.12403983307318e-11	4.08963159266458e-09	3.54959947286267e-09	"SSR3/SPCS3/SEC61B/KDELR1/SPCS1/SPCS2/KDELR2/SEC61G/SEC61A1/SRPRB/HSPA5/TRAM1/HERPUD1/KDELR3/TRAM2/MAN1A1"	16
"GO:0006487"	"BP"	"GO:0006487"	"protein N-linked glycosylation"	"15/410"	"72/18888"	0.208333333333333	9.59756097560976	10.8873904408364	3.24695032044272e-11	1.05071346690683e-08	9.11967712434503e-09	"DERL3/TMEM258/KRTCAP2/UBE2J1/MLEC/RPN2/B4GALT7/OSTC/ALG5/RPN1/ALG3/MGAT1/DAD1/DDOST/PGM3"	15
"GO:0072599"	"BP"	"GO:0072599"	"establishment of protein localization to endoplasmic reticulum"	"13/410"	"50/18888"	0.26	11.977756097561	11.5778287214842	3.36921404871636e-11	1.05071346690683e-08	9.11967712434503e-09	"SSR3/SPCS3/SEC61B/SPCS1/SPCS2/SEC61G/SEC61A1/SRPRB/HSPA5/TRAM1/HERPUD1/TRAM2/MAN1A1"	13
"GO:0006888"	"BP"	"GO:0006888"	"endoplasmic reticulum to Golgi vesicle-mediated transport"	"19/410"	"132/18888"	0.143939393939394	6.6310421286031	9.6705587400252	7.15761829288365e-11	2.083344097782e-08	1.80824041083376e-08	"LMAN1/KDELR1/P4HB/KDELR2/ERGIC3/TMED10/LMAN2/CREB3L2/TMED9/TMED2/YIF1A/KDELR3/SEC24D/SEC24A/SEC13/SAR1B/PREB/HYOU1/ARF4"	19
"GO:0002443"	"BP"	"GO:0002443"	"leukocyte mediated immunity"	"35/410"	"469/18888"	0.0746268656716418	3.43793228977066	7.96381153941157	2.23867582494406e-10	6.1087866573161e-08	5.30212695381487e-08	"IGHG1/IGHG4/IGKC/IGHG3/IGLL5/IGHV6-1/SLAMF7/IGHV3-21/IGHG2/IGHV3-30/CADM1/IGHV3-73/IGHV3-48/IGHV3-64/IGHV3-23/IGHV1-3/IGHV1-18/IGHV4-39/IGHV3-74/IGLC2/IGHV4-61/IGHV1-69/IGHV3-7/IGHV3-43/EMP2/SCNN1B/IGHV1-24/IGHV3-20/GATA3/IGHA1/IGLC3/HMCES/IGHV4-59/IGHV3-72/ICAM1"	35
"GO:0036503"	"BP"	"GO:0036503"	"ERAD pathway"	"17/410"	"113/18888"	0.150442477876106	6.93062810274121	9.41880655173457	3.57113378002648e-10	9.17151181387976e-08	7.96042204835623e-08	"XBP1/DERL3/HSP90B1/SDF2L1/SEC61B/ERLEC1/HM13/CAV1/SEL1L/UBE2J1/HSPA5/HERPUD1/DNAJB9/CANX/DERL1/MAN1A1/WFS1"	17
"GO:0032527"	"BP"	"GO:0032527"	"protein exit from endoplasmic reticulum"	"12/410"	"49/18888"	0.244897959183673	11.2820308611249	10.7347999908156	4.16614424321769e-10	1.01052143143825e-07	8.77082998572145e-08	"DERL3/HSP90B1/SEC61B/ERLEC1/HM13/SEL1L/UBE2J1/HERPUD1/SEC13/SAR1B/PREB/DERL1"	12
"GO:0035967"	"BP"	"GO:0035967"	"cellular response to topologically incorrect protein"	"16/410"	"102/18888"	0.156862745098039	7.22639885222382	9.39216689904808	6.26840687484105e-10	1.44041391660821e-07	1.2502085733755e-07	"XBP1/DERL3/ERLEC1/CAV1/ERN1/ATF3/HSPA5/HERPUD1/TMED2/AGR2/DNAJB9/STC2/HSPA1A/FICD/DERL1/WFS1"	16
"GO:2001233"	"BP"	"GO:2001233"	"regulation of apoptotic signaling pathway"	"31/410"	"396/18888"	0.0782828282828283	3.60635624538064	7.80792016276411	7.88252284151144e-10	1.72075473630195e-07	1.4935306436548e-07	"XBP1/ITM2C/P4HB/CAV1/GSTP1/IER3/PYCR1/ATF3/LGALS3/ITGA6/MIF/PRDX2/IGF1/HERPUD1/TNFAIP3/HSPB1/NOL3/BCL2L1/HSPA1A/AR/NUPR1/BMPR1B/HYOU1/S100A8/FBXW7/MAGED1/HSPA1B/S100A9/WFS1/MUC1/ICAM1"	31
"GO:0030968"	"BP"	"GO:0030968"	"endoplasmic reticulum unfolded protein response"	"14/410"	"76/18888"	0.184210526315789	8.48626444159178	9.74092976842761	8.36226950321791e-10	1.73855565004997e-07	1.50898096298669e-07	"XBP1/DERL3/ERLEC1/ERN1/ATF3/HSPA5/HERPUD1/TMED2/AGR2/DNAJB9/STC2/FICD/DERL1/WFS1"	14
"GO:0034620"	"BP"	"GO:0034620"	"cellular response to unfolded protein"	"15/410"	"90/18888"	0.166666666666667	7.6780487804878	9.45934262609041	9.01560731667528e-10	1.78918825202747e-07	1.55292757607804e-07	"XBP1/DERL3/ERLEC1/ERN1/ATF3/HSPA5/HERPUD1/TMED2/AGR2/DNAJB9/STC2/HSPA1A/FICD/DERL1/WFS1"	15
"GO:0018279"	"BP"	"GO:0018279"	"protein N-linked glycosylation via asparagine"	"9/410"	"24/18888"	0.375	17.2756097560976	11.8842541892622	9.60834553666025e-10	1.82391463535038e-07	1.58306837217286e-07	"DERL3/UBE2J1/RPN2/OSTC/ALG5/RPN1/MGAT1/DAD1/DDOST"	9
"GO:1905897"	"BP"	"GO:1905897"	"regulation of response to endoplasmic reticulum stress"	"14/410"	"84/18888"	0.166666666666667	7.6780487804878	9.13713509213719	3.29819324637692e-09	5.99996321403402e-07	5.20767354691093e-07	"XBP1/MANF/CAV1/ERN1/HSPA5/HERPUD1/AGR2/DNAJB9/BCL2L1/HSPA1A/FICD/NUPR1/HYOU1/WFS1"	14
"GO:0030970"	"BP"	"GO:0030970"	"retrograde protein transport, ER to cytosol"	"9/410"	"29/18888"	0.310344827586207	14.2970563498738	10.674342043789	6.68428002635932e-09	1.12244486904172e-06	9.74227048376257e-07	"DERL3/HSP90B1/SEC61B/ERLEC1/HM13/SEL1L/UBE2J1/HERPUD1/DERL1"	9
"GO:1903513"	"BP"	"GO:1903513"	"endoplasmic reticulum to cytosol transport"	"9/410"	"29/18888"	0.310344827586207	14.2970563498738	10.674342043789	6.68428002635932e-09	1.12244486904172e-06	9.74227048376257e-07	"DERL3/HSP90B1/SEC61B/ERLEC1/HM13/SEL1L/UBE2J1/HERPUD1/DERL1"	9
"GO:0009101"	"BP"	"GO:0009101"	"glycoprotein biosynthetic process"	"25/410"	"324/18888"	0.0771604938271605	3.5546522131888	6.90898813102911	4.76286258823513e-08	7.70172520749429e-06	6.6847194220844e-06	"DERL3/ITM2C/CHPF/TMEM258/KRTCAP2/TMEM59/GMPPB/UBE2J1/ST6GALNAC4/MLEC/RPN2/B4GALT7/OSTC/IGF1/ALG5/RPN1/ALG3/MGAT1/DAD1/BMPR1B/B4GALT3/DDOST/PGM3/MAN1A1/NECAB3"	25
"GO:0070085"	"BP"	"GO:0070085"	"glycosylation"	"21/410"	"241/18888"	0.0871369294605809	4.01424956988159	7.01502431389803	7.4429229234914e-08	1.16056433871298e-05	1.0073128768635e-05	"DERL3/TMEM258/KRTCAP2/TMEM59/GMPPB/UBE2J1/ST6GALNAC4/MLEC/RPN2/B4GALT7/OSTC/ALG5/RPN1/ALG3/NANS/MGAT1/DAD1/B4GALT3/DDOST/PGM3/MAN1A1"	21
"GO:2001234"	"BP"	"GO:2001234"	"negative regulation of apoptotic signaling pathway"	"21/410"	"244/18888"	0.0860655737704918	3.96489404238305	6.94353262764388	9.19626461251355e-08	1.38451349304256e-05	1.20168974972954e-05	"XBP1/GSTP1/IER3/PYCR1/LGALS3/ITGA6/MIF/PRDX2/IGF1/HERPUD1/TNFAIP3/HSPB1/NOL3/BCL2L1/HSPA1A/AR/HYOU1/HSPA1B/WFS1/MUC1/ICAM1"	21
"GO:0006486"	"BP"	"GO:0006486"	"protein glycosylation"	"20/410"	"225/18888"	0.0888888888888889	4.0949593495935	6.95667023893766	1.10078644150793e-07	1.55033342052375e-05	1.34561330710647e-05	"DERL3/TMEM258/KRTCAP2/TMEM59/GMPPB/UBE2J1/ST6GALNAC4/MLEC/RPN2/B4GALT7/OSTC/ALG5/RPN1/ALG3/MGAT1/DAD1/B4GALT3/DDOST/PGM3/MAN1A1"	20
"GO:0043413"	"BP"	"GO:0043413"	"macromolecule glycosylation"	"20/410"	"225/18888"	0.0888888888888889	4.0949593495935	6.95667023893766	1.10078644150793e-07	1.55033342052375e-05	1.34561330710647e-05	"DERL3/TMEM258/KRTCAP2/TMEM59/GMPPB/UBE2J1/ST6GALNAC4/MLEC/RPN2/B4GALT7/OSTC/ALG5/RPN1/ALG3/MGAT1/DAD1/B4GALT3/DDOST/PGM3/MAN1A1"	20
"GO:0097191"	"BP"	"GO:0097191"	"extrinsic apoptotic signaling pathway"	"20/410"	"230/18888"	0.0869565217391304	4.00593849416755	6.83215012730675	1.57741375927626e-07	2.15218389781254e-05	1.8679899780903e-05	"ITM2C/CAV1/GSTP1/ATF3/LGALS3/ITGA6/PRDX2/IGF1/KRT18/IFI27/TNFAIP3/NOL3/BCL2L1/HSPA1A/AR/BMPR1B/KRT8/HSPA1B/FOXO3/ICAM1"	20
"GO:0006613"	"BP"	"GO:0006613"	"cotranslational protein targeting to membrane"	"8/410"	"32/18888"	0.25	11.5170731707317	8.86933455536481	3.0678122934451e-07	4.05880862823675e-05	3.52284665275992e-05	"SSR3/SEC61B/SEC61A1/SRPRB/SIL1/TRAM1/TRAM2/SSR1"	8
"GO:2001236"	"BP"	"GO:2001236"	"regulation of extrinsic apoptotic signaling pathway"	"16/410"	"157/18888"	0.101910828025478	4.69485785303713	6.92489218973887	3.28892125514748e-07	4.22336182352173e-05	3.66567074877118e-05	"ITM2C/CAV1/GSTP1/ATF3/LGALS3/ITGA6/PRDX2/IGF1/TNFAIP3/NOL3/BCL2L1/HSPA1A/AR/BMPR1B/HSPA1B/ICAM1"	16
"GO:0009100"	"BP"	"GO:0009100"	"glycoprotein metabolic process"	"26/410"	"386/18888"	0.0673575129533679	3.10304562112979	6.21840415735585	3.74609881647398e-07	4.6729906950644e-05	4.05592653813724e-05	"DERL3/ITM2C/CHPF/TMEM258/KRTCAP2/TMEM59/GMPPB/UBE2J1/ST6GALNAC4/MLEC/RPN2/B4GALT7/OSTC/IGF1/ALG5/CST3/RPN1/ALG3/MGAT1/DAD1/BMPR1B/B4GALT3/DDOST/PGM3/MAN1A1/NECAB3"	26
"GO:0048193"	"BP"	"GO:0048193"	"Golgi vesicle transport"	"22/410"	"294/18888"	0.0748299319727891	3.44728720756595	6.29967477225997	5.19454265521701e-07	6.29982589796597e-05	5.46793963707054e-05	"LMAN1/KDELR1/P4HB/KDELR2/WIPI1/ERGIC3/TMED10/LMAN2/CREB3L2/TMED9/TMED2/KRT18/YIF1A/KDELR3/SEC24D/ARFGAP3/SEC24A/SEC13/SAR1B/PREB/HYOU1/ARF4"	22
"GO:0097193"	"BP"	"GO:0097193"	"intrinsic apoptotic signaling pathway"	"23/410"	"319/18888"	0.0721003134796238	3.32153834391009	6.22906527161456	5.50114398730651e-07	6.49134990502169e-05	5.63417307377054e-05	"XBP1/P4HB/CAV1/IER3/ERN1/PYCR1/MIF/HERPUD1/PDK1/CHAC1/PERP/HSPB1/NOL3/BCL2L1/HSPA1A/NUPR1/HYOU1/S100A8/FBXW7/S100A9/WFS1/MUC1/RPS27L"	23
"GO:2001242"	"BP"	"GO:2001242"	"regulation of intrinsic apoptotic signaling pathway"	"17/410"	"190/18888"	0.0894736842105263	4.1218998716303	6.44234724500526	9.05485266633876e-07	0.000104035491424303	9.02976997197217e-05	"XBP1/P4HB/CAV1/PYCR1/MIF/HERPUD1/HSPB1/NOL3/BCL2L1/HSPA1A/NUPR1/HYOU1/S100A8/FBXW7/S100A9/WFS1/MUC1"	17
"GO:2001237"	"BP"	"GO:2001237"	"negative regulation of extrinsic apoptotic signaling pathway"	"12/410"	"100/18888"	0.12	5.52819512195122	6.76286617971739	1.74947545156469e-06	0.000195851533885422	0.000169989517560942	"GSTP1/LGALS3/ITGA6/PRDX2/IGF1/TNFAIP3/NOL3/BCL2L1/HSPA1A/AR/HSPA1B/ICAM1"	12
"GO:0034975"	"BP"	"GO:0034975"	"protein folding in endoplasmic reticulum"	"5/410"	"11/18888"	0.454545454545455	20.940133037694	9.85380227050278	1.95115487644244e-06	0.000212968554763692	0.000184846251452442	"HSP90B1/P4HB/DNAJC3/HSPA5/CANX"	5
"GO:1900101"	"BP"	"GO:1900101"	"regulation of endoplasmic reticulum unfolded protein response"	"7/410"	"30/18888"	0.233333333333333	10.7492682926829	7.96032447876405	2.85281368293019e-06	0.000300959942629895	0.0002612184568478	"XBP1/ERN1/HSPA5/AGR2/DNAJB9/FICD/WFS1"	7
"GO:0036498"	"BP"	"GO:0036498"	"IRE1-mediated unfolded protein response"	"6/410"	"20/18888"	0.3	13.820487804878	8.54481276965307	3.02045129914962e-06	0.000300959942629895	0.0002612184568478	"XBP1/ERN1/HSPA5/AGR2/DNAJB9/FICD"	6
"GO:1902236"	"BP"	"GO:1902236"	"negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway"	"6/410"	"20/18888"	0.3	13.820487804878	8.54481276965307	3.02045129914962e-06	0.000300959942629895	0.0002612184568478	"XBP1/HERPUD1/BCL2L1/HSPA1A/HYOU1/WFS1"	6
"GO:0035964"	"BP"	"GO:0035964"	"COPI-coated vesicle budding"	"4/410"	"6/18888"	0.666666666666667	30.7121951219512	10.8425717344368	3.17090182340247e-06	0.000300959942629895	0.0002612184568478	"TMED10/TMED9/TMED2/ARFGAP3"	4
"GO:0048200"	"BP"	"GO:0048200"	"Golgi transport vesicle coating"	"4/410"	"6/18888"	0.666666666666667	30.7121951219512	10.8425717344368	3.17090182340247e-06	0.000300959942629895	0.0002612184568478	"TMED10/TMED9/TMED2/ARFGAP3"	4
"GO:0048205"	"BP"	"GO:0048205"	"COPI coating of Golgi vesicle"	"4/410"	"6/18888"	0.666666666666667	30.7121951219512	10.8425717344368	3.17090182340247e-06	0.000300959942629895	0.0002612184568478	"TMED10/TMED9/TMED2/ARFGAP3"	4
"GO:0061077"	"BP"	"GO:0061077"	"chaperone-mediated protein folding"	"10/410"	"75/18888"	0.133333333333333	6.14243902439024	6.64686245483674	4.90523723632125e-06	0.000446757869223819	0.00038776390028347	"FKBP11/FKBP2/SDF2L1/PPIB/PDIA4/HSPA5/HSPB1/HSPA1A/HSPA6/HSPA1B"	10
"GO:1903573"	"BP"	"GO:1903573"	"negative regulation of response to endoplasmic reticulum stress"	"8/410"	"45/18888"	0.177777777777778	8.18991869918699	7.19285241701498	4.91167607025728e-06	0.000446757869223819	0.00038776390028347	"XBP1/HSPA5/HERPUD1/DNAJB9/BCL2L1/HSPA1A/HYOU1/WFS1"	8
"GO:0048199"	"BP"	"GO:0048199"	"vesicle targeting, to, from or within Golgi"	"7/410"	"34/18888"	0.205882352941176	9.48464849354376	7.37594210363336	6.99448797624441e-06	0.000613658331381708	0.000532625308719085	"WIPI1/TMED10/TMED9/TMED2/ARFGAP3/SAR1B/PREB"	7
"GO:0050853"	"BP"	"GO:0050853"	"B cell receptor signaling pathway"	"10/410"	"78/18888"	0.128205128205128	5.906191369606	6.46760256911665	7.02769504559903e-06	0.000613658331381708	0.000532625308719085	"IGHG1/IGHG4/IGKC/IGHG3/CD38/IGHG2/LIME1/NFKBIA/IGHA1/IGLC3"	10
"GO:0006465"	"BP"	"GO:0006465"	"signal peptide processing"	"5/410"	"14/18888"	0.357142857142857	16.4529616724739	8.61568291315749	8.01117669916075e-06	0.000685819558206585	0.000595257711392749	"SEC11C/SPCS3/SPCS1/HM13/SPCS2"	5
"GO:0006616"	"BP"	"GO:0006616"	"SRP-dependent cotranslational protein targeting to membrane, translocation"	"4/410"	"8/18888"	0.5	23.0341463414634	9.28509101464794	1.42937514379622e-05	0.00117748148638006	0.00102199613061895	"SEC61B/SEC61A1/TRAM1/TRAM2"	4
"GO:0031204"	"BP"	"GO:0031204"	"post-translational protein targeting to membrane, translocation"	"4/410"	"8/18888"	0.5	23.0341463414634	9.28509101464794	1.42937514379622e-05	0.00117748148638006	0.00102199613061895	"SEC61B/SEC61G/SEC61A1/HSPA5"	4
"GO:0006900"	"BP"	"GO:0006900"	"vesicle budding from membrane"	"10/410"	"86/18888"	0.116279069767442	5.35677821894498	6.03196192332778	1.69516173570853e-05	0.00137056965520434	0.00118958718295336	"TMED10/TMED9/TMED2/SEC24D/ARFGAP3/SEC24A/SEC13/SAR1B/PREB/RILP"	10
"GO:1904019"	"BP"	"GO:1904019"	"epithelial cell apoptotic process"	"13/410"	"147/18888"	0.0884353741496599	4.07406669985067	5.57341664886597	1.97182022296465e-05	0.00156526674426612	0.00135857469907612	"TMEM258/GAS6/KRT18/MDK/ESR1/TNFAIP3/BCL2L1/NUPR1/KRT8/GATA3/WFS1/FOXO3/ICAM1"	13
"GO:0006614"	"BP"	"GO:0006614"	"SRP-dependent cotranslational protein targeting to membrane"	"6/410"	"27/18888"	0.222222222222222	10.2373983739837	7.15476106849227	2.02799271708073e-05	0.00158111003620972	0.00137232589877643	"SSR3/SEC61B/SEC61A1/SRPRB/TRAM1/TRAM2"	6
"GO:2001243"	"BP"	"GO:2001243"	"negative regulation of intrinsic apoptotic signaling pathway"	"11/410"	"114/18888"	0.0964912280701754	4.44518613607189	5.49582185667861	3.82873869230586e-05	0.00293267949659779	0.00254542184530029	"XBP1/PYCR1/MIF/HERPUD1/HSPB1/NOL3/BCL2L1/HSPA1A/HYOU1/WFS1/MUC1"	11
"GO:0002757"	"BP"	"GO:0002757"	"immune response-activating signaling pathway"	"26/410"	"500/18888"	0.052	2.39555121951219	4.71096060335997	3.95517441420797e-05	0.0029772916366262	0.00258414299294894	"IGHG1/IGHG4/IGKC/IGHG3/CD38/CAV1/IGHG2/SEC14L1/LGALS3/LIME1/SMPDL3B/PHPT1/ESR1/TNFAIP3/NINJ1/LAX1/HSPA1A/NFKBIA/GATA3/S100A8/SLC39A6/IGHA1/IGLC3/HSPA1B/S100A9/YES1"	26
"GO:0090114"	"BP"	"GO:0090114"	"COPII-coated vesicle budding"	"7/410"	"44/18888"	0.159090909090909	7.3290465631929	6.2607162125242	4.13302495304472e-05	0.00301423914734467	0.00261621161859363	"TMED10/TMED2/SEC24D/SEC24A/SEC13/SAR1B/PREB"	7
"GO:0048194"	"BP"	"GO:0048194"	"Golgi vesicle budding"	"4/410"	"10/18888"	0.4	18.4273170731707	8.21104588554502	4.14233506277325e-05	0.00301423914734467	0.00261621161859363	"TMED10/TMED9/TMED2/ARFGAP3"	4
"GO:0065002"	"BP"	"GO:0065002"	"intracellular protein transmembrane transport"	"6/410"	"31/18888"	0.193548387096774	8.91644374508261	6.57083578254634	4.6871726357865e-05	0.00335478618489244	0.00291178973060076	"SEC61B/SEC61G/SEC61A1/HSPA5/TRAM1/TRAM2"	6
"GO:0050851"	"BP"	"GO:0050851"	"antigen receptor-mediated signaling pathway"	"15/410"	"208/18888"	0.0721153846153846	3.32223264540338	5.01643159664199	5.18251270528106e-05	0.00364949201149308	0.00316757992173376	"IGHG1/IGHG4/IGKC/IGHG3/CD38/IGHG2/LGALS3/LIME1/PHPT1/LAX1/NFKBIA/GATA3/SLC39A6/IGHA1/IGLC3"	15
"GO:1902235"	"BP"	"GO:1902235"	"regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway"	"6/410"	"32/18888"	0.1875	8.63780487804878	6.4411691002145	5.66398466237406e-05	0.00392523127554367	0.00340690806759342	"XBP1/HERPUD1/BCL2L1/HSPA1A/HYOU1/WFS1"	6
"GO:0070059"	"BP"	"GO:0070059"	"intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress"	"8/410"	"65/18888"	0.123076923076923	5.66994371482176	5.61784613796856	7.87828632530606e-05	0.00537446845254472	0.00466477479787859	"XBP1/ERN1/HERPUD1/CHAC1/BCL2L1/HSPA1A/HYOU1/WFS1"	8
"GO:0071806"	"BP"	"GO:0071806"	"protein transmembrane transport"	"8/410"	"66/18888"	0.121212121212121	5.5840354767184	5.55690523294996	8.79737396849945e-05	0.00590912842253363	0.00512883340673652	"SEC61B/SEC61G/SEC61A1/TMED10/HSPA5/TRAM1/AZGP1/TRAM2"	8
"GO:0019731"	"BP"	"GO:0019731"	"antibacterial humoral response"	"8/410"	"69/18888"	0.115942028985507	5.34125132555673	5.38129921024966	0.000121026676038208	0.00800609799367905	0.00694890005961004	"IGHG1/IGHG4/JCHAIN/IGHG3/IGKV3-20/IGHG2/IGHA1/SLPI"	8
