"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"RichFactor"	"FoldEnrichment"	"zScore"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0019886"	"BP"	"GO:0019886"	"antigen processing and presentation of exogenous peptide antigen via MHC class II"	"13/432"	"31/18888"	0.419354838709677	18.3351254480287	14.7783554500075	5.56090252197916e-14	2.20515061826119e-11	1.77948880703333e-11	"B2M/HLA-DPA1/HLA-DRA/HLA-DPB1/HLA-DRB1/CTSD/HLA-DRB5/HLA-DQB1/CTSS/HLA-DMA/HLA-DQA1/HLA-DMB/CD74"	13
"GO:0002757"	"BP"	"GO:0002757"	"immune response-activating signaling pathway"	"43/432"	"500/18888"	0.086	3.76011111111111	9.56971254921319	8.25472053687925e-14	3.00059091515561e-11	2.42138469081791e-11	"CD3D/TRAC/CD3G/CD8A/CD8B/HLA-DPB1/HMGB1/LCK/TRGC2/TRAF3IP3/HLA-DRB1/CYBA/CD3E/IGKC/TRBC2/HLA-DQB1/BTN3A2/CMTM3/LAPTM5/HLA-A/PYCARD/CTSS/LAT/LCP2/THEMIS/PTPRC/MYO1G/PTPN6/PARP1/OASL/KLRC2/ARRB2/LPXN/UBASH3A/HAVCR2/LGALS3/INPP5D/GBP1/SLA2/CASP1/NLRC3/IFI35/ADA"	43
"GO:0022409"	"BP"	"GO:0022409"	"positive regulation of cell-cell adhesion"	"34/432"	"325/18888"	0.104615384615385	4.57401709401709	9.94326001496174	1.49962570159973e-13	5.0318210079831e-11	4.06052497663927e-11	"B2M/CCL5/HLA-DPA1/CORO1A/IL2RG/HLA-DRA/HLA-DPB1/HMGB1/LCK/HLA-DRB1/LGALS1/HLA-DRB5/ITGB2/CD3E/CD27/HLA-DQB1/HLA-A/DOCK8/RUNX3/SASH3/PYCARD/SPN/SIRPG/PTPRC/PTPN6/HLA-DMA/HLA-DQA1/ADAM19/HAVCR2/HLA-DMB/CD74/CD6/ADA/ANXA1"	34
"GO:0002478"	"BP"	"GO:0002478"	"antigen processing and presentation of exogenous peptide antigen"	"14/432"	"41/18888"	0.341463414634146	14.929539295393	13.6603598112296	1.74613498530431e-13	5.44045771849815e-11	4.39028224876513e-11	"B2M/HLA-DPA1/HLA-DRA/HLA-DPB1/HLA-DRB1/CTSD/HLA-DRB5/HLA-DQB1/HLA-A/CTSS/HLA-DMA/HLA-DQA1/HLA-DMB/CD74"	14
"GO:0051251"	"BP"	"GO:0051251"	"positive regulation of lymphocyte activation"	"34/432"	"328/18888"	0.103658536585366	4.53218157181572	9.87291798044331	1.95786094920492e-13	5.45928023814595e-11	4.40547144389586e-11	"B2M/CCL5/HLA-DPA1/CORO1A/IL2RG/HLA-DRA/HLA-DPB1/HMGB1/LCK/HLA-DRB1/LGALS1/HLA-DRB5/CD3E/CD27/HLA-DQB1/HLA-A/DOCK8/RUNX3/SASH3/PYCARD/SPN/SIRPG/PTPRC/PTPN6/HLA-DMA/HLA-DQA1/HAVCR2/HLA-DMB/INPP5D/CD74/CD6/SH3KBP1/ADA/ANXA1"	34
"GO:0019884"	"BP"	"GO:0019884"	"antigen processing and presentation of exogenous antigen"	"15/432"	"50/18888"	0.3	13.1166666666667	13.1251821486963	2.08684916212694e-13	5.45928023814595e-11	4.40547144389586e-11	"B2M/HLA-DPA1/HLA-DRA/HLA-DPB1/PSME1/HLA-DRB1/CTSD/HLA-DRB5/HLA-DQB1/HLA-A/CTSS/HLA-DMA/HLA-DQA1/HLA-DMB/CD74"	15
"GO:0002396"	"BP"	"GO:0002396"	"MHC protein complex assembly"	"11/432"	"21/18888"	0.523809523809524	22.9021164021164	15.3638082482541	2.2675339949838e-13	5.45928023814595e-11	4.40547144389586e-11	"B2M/HLA-DPA1/HLA-DRA/HLA-DPB1/HLA-DRB1/HLA-DRB5/HLA-DQB1/HLA-A/HLA-DMA/HLA-DQA1/HLA-DMB"	11
"GO:0002501"	"BP"	"GO:0002501"	"peptide antigen assembly with MHC protein complex"	"11/432"	"21/18888"	0.523809523809524	22.9021164021164	15.3638082482541	2.2675339949838e-13	5.45928023814595e-11	4.40547144389586e-11	"B2M/HLA-DPA1/HLA-DRA/HLA-DPB1/HLA-DRB1/HLA-DRB5/HLA-DQB1/HLA-A/HLA-DMA/HLA-DQA1/HLA-DMB"	11
"GO:0002399"	"BP"	"GO:0002399"	"MHC class II protein complex assembly"	"10/432"	"16/18888"	0.625	27.3263888888889	16.1174708169881	2.50310877494083e-13	5.45928023814595e-11	4.40547144389586e-11	"B2M/HLA-DPA1/HLA-DRA/HLA-DPB1/HLA-DRB1/HLA-DRB5/HLA-DQB1/HLA-DMA/HLA-DQA1/HLA-DMB"	10
"GO:0002503"	"BP"	"GO:0002503"	"peptide antigen assembly with MHC class II protein complex"	"10/432"	"16/18888"	0.625	27.3263888888889	16.1174708169881	2.50310877494083e-13	5.45928023814595e-11	4.40547144389586e-11	"B2M/HLA-DPA1/HLA-DRA/HLA-DPB1/HLA-DRB1/HLA-DRB5/HLA-DQB1/HLA-DMA/HLA-DQA1/HLA-DMB"	10
"GO:0022407"	"BP"	"GO:0022407"	"regulation of cell-cell adhesion"	"42/432"	"496/18888"	0.0846774193548387	3.70228494623656	9.33065375574907	2.75520918555713e-13	5.72296307971438e-11	4.61825539674338e-11	"B2M/CCL5/HLA-DPA1/CORO1A/IL2RG/HLA-DRA/HLA-DPB1/HMGB1/LCK/HLA-DRB1/LAG3/LGALS1/HLA-DRB5/ITGB2/CD3E/CD27/HLA-DQB1/LAPTM5/HLA-A/DOCK8/RUNX3/SASH3/PYCARD/SPN/SIRPG/PTPRC/PTPN6/HLA-DMA/CRTAM/HLA-DQA1/ADAM19/HAVCR2/HLA-DMB/LGALS3/CD74/FERMT3/AKNA/CD6/JAK3/ADA/PAG1/ANXA1"	42
"GO:0002696"	"BP"	"GO:0002696"	"positive regulation of leukocyte activation"	"35/432"	"362/18888"	0.0966850828729282	4.22728667894414	9.48539833462751	6.66195789886623e-13	1.32088456158429e-10	1.0659132638186e-10	"B2M/CCL5/CD2/HLA-DPA1/CORO1A/IL2RG/HLA-DRA/HLA-DPB1/HMGB1/LCK/HLA-DRB1/LGALS1/HLA-DRB5/CD3E/CD27/HLA-DQB1/HLA-A/DOCK8/RUNX3/SASH3/PYCARD/SPN/SIRPG/PTPRC/PTPN6/HLA-DMA/HLA-DQA1/HAVCR2/HLA-DMB/INPP5D/CD74/CD6/SH3KBP1/ADA/ANXA1"	35
"GO:0002429"	"BP"	"GO:0002429"	"immune response-activating cell surface receptor signaling pathway"	"33/432"	"332/18888"	0.0993975903614458	4.34588353413655	9.4100569630107	1.45016463735489e-12	2.75026876006176e-10	2.21938240151706e-10	"CD3D/TRAC/CD3G/CD8A/CD8B/HLA-DPB1/LCK/TRGC2/HLA-DRB1/CYBA/CD3E/IGKC/TRBC2/HLA-DQB1/BTN3A2/CMTM3/LAPTM5/HLA-A/LAT/LCP2/THEMIS/PTPRC/MYO1G/PTPN6/KLRC2/LPXN/UBASH3A/LGALS3/INPP5D/GBP1/SLA2/IFI35/ADA"	33
"GO:0042773"	"BP"	"GO:0042773"	"ATP synthesis coupled electron transport"	"19/432"	"102/18888"	0.186274509803922	8.14433551198257	11.0687694422077	1.58728875518969e-12	2.76950142005496e-10	2.23490256730708e-10	"UQCRB/COX6B1/PARK7/COX6C/NDUFB8/COX7C/NDUFA12/COX7A2/NDUFA4/NDUFA1/COX4I1/UQCRH/NDUFA3/GHITM/SDHC/NDUFB9/UQCR10/NDUFS5/NDUFB1"	19
"GO:0042775"	"BP"	"GO:0042775"	"mitochondrial ATP synthesis coupled electron transport"	"19/432"	"102/18888"	0.186274509803922	8.14433551198257	11.0687694422077	1.58728875518969e-12	2.76950142005496e-10	2.23490256730708e-10	"UQCRB/COX6B1/PARK7/COX6C/NDUFB8/COX7C/NDUFA12/COX7A2/NDUFA4/NDUFA1/COX4I1/UQCRH/NDUFA3/GHITM/SDHC/NDUFB9/UQCR10/NDUFS5/NDUFB1"	19
"GO:0019882"	"BP"	"GO:0019882"	"antigen processing and presentation"	"20/432"	"117/18888"	0.170940170940171	7.47388414055081	10.7465415371559	2.19091032439821e-12	3.67567339808653e-10	2.96615551610834e-10	"B2M/HLA-DPA1/CD8A/HLA-DRA/HLA-DPB1/PSME1/HLA-DRB1/CTSD/HLA-DRB5/HLA-DQB1/HLA-A/PYCARD/TAP1/CTSS/HLA-DMA/PSMB8/HLA-DQA1/HLA-DMB/WAS/CD74"	20
"GO:0050867"	"BP"	"GO:0050867"	"positive regulation of cell activation"	"35/432"	"380/18888"	0.0921052631578947	4.02704678362573	9.11980933623413	2.71550932197031e-12	4.38705617127204e-10	3.54021956049463e-10	"B2M/CCL5/CD2/HLA-DPA1/CORO1A/IL2RG/HLA-DRA/HLA-DPB1/HMGB1/LCK/HLA-DRB1/LGALS1/HLA-DRB5/CD3E/CD27/HLA-DQB1/HLA-A/DOCK8/RUNX3/SASH3/PYCARD/SPN/SIRPG/PTPRC/PTPN6/HLA-DMA/HLA-DQA1/HAVCR2/HLA-DMB/INPP5D/CD74/CD6/SH3KBP1/ADA/ANXA1"	35
"GO:0048002"	"BP"	"GO:0048002"	"antigen processing and presentation of peptide antigen"	"16/432"	"72/18888"	0.222222222222222	9.71604938271605	11.3364441036912	5.42537767728269e-12	8.45196336725254e-10	6.82047479429824e-10	"B2M/HLA-DPA1/HLA-DRA/HLA-DPB1/HLA-DRB1/CTSD/HLA-DRB5/HLA-DQB1/HLA-A/PYCARD/TAP1/CTSS/HLA-DMA/HLA-DQA1/HLA-DMB/CD74"	16
"GO:0022904"	"BP"	"GO:0022904"	"respiratory electron transport chain"	"20/432"	"123/18888"	0.16260162601626	7.1093044263776	10.3997909794041	5.74009618121631e-12	8.63389639395363e-10	6.96728915789014e-10	"UQCRB/COX6B1/PARK7/COX6C/NDUFB8/COX7C/NDUFA12/COX7A2/NDUFA4/NDUFA1/COX4I1/UQCRH/NDUFA3/GHITM/SDHC/NDUFB9/UQCR10/ETFB/NDUFS5/NDUFB1"	20
"GO:0002768"	"BP"	"GO:0002768"	"immune response-regulating cell surface receptor signaling pathway"	"33/432"	"360/18888"	0.0916666666666667	4.00787037037037	8.81557547022003	1.33198825090871e-11	1.93671091682127e-09	1.56286621439955e-09	"CD3D/TRAC/CD3G/CD8A/CD8B/HLA-DPB1/LCK/TRGC2/HLA-DRB1/CYBA/CD3E/IGKC/TRBC2/HLA-DQB1/BTN3A2/CMTM3/LAPTM5/HLA-A/LAT/LCP2/THEMIS/PTPRC/MYO1G/PTPN6/KLRC2/LPXN/UBASH3A/LGALS3/INPP5D/GBP1/SLA2/IFI35/ADA"	33
"GO:0002366"	"BP"	"GO:0002366"	"leukocyte activation involved in immune response"	"30/432"	"301/18888"	0.0996677740863787	4.35769656699889	8.98410083718475	1.45628352475445e-11	2.0491318499932e-09	1.65358645391473e-09	"ZNF683/CORO1A/HLA-DRA/HMGB1/VAMP8/HLA-DRB1/RAC2/LGALS1/LCP1/ITGB2/NKG7/ITM2A/PYCARD/LAT/SPN/CD84/PTPRC/PTPN6/KLRC2/APBB1IP/HAVCR2/LY9/HLA-DMB/LGALS3/VAMP2/CD74/IFI35/JAK3/ADA/ANXA1"	30
"GO:0002263"	"BP"	"GO:0002263"	"cell activation involved in immune response"	"30/432"	"305/18888"	0.0983606557377049	4.30054644808743	8.8906277742026	2.03047061422982e-11	2.76778525602203e-09	2.23351767565281e-09	"ZNF683/CORO1A/HLA-DRA/HMGB1/VAMP8/HLA-DRB1/RAC2/LGALS1/LCP1/ITGB2/NKG7/ITM2A/PYCARD/LAT/SPN/CD84/PTPRC/PTPN6/KLRC2/APBB1IP/HAVCR2/LY9/HLA-DMB/LGALS3/VAMP2/CD74/IFI35/JAK3/ADA/ANXA1"	30
"GO:0050900"	"BP"	"GO:0050900"	"leukocyte migration"	"34/432"	"396/18888"	0.0858585858585859	3.75392817059484	8.47349996428367	3.9060437723629e-11	5.04599303363114e-09	4.0719613659747e-09	"RPL13A/CCL5/CKLF/CORO1A/JAML/HMGB1/LCK/CXCR3/RAC2/ITGB7/MSN/CXCR4/CD99/ITGB2/IL16/SELPLG/ITGB1/GPSM3/DOCK8/CNN2/PYCARD/MYH9/SPN/CDC42/MYO1G/CCR5/ITGA1/CRTAM/DAPK2/LGALS3/PPIB/CD74/ADA/ANXA1"	34
"GO:0019646"	"BP"	"GO:0019646"	"aerobic electron transport chain"	"17/432"	"94/18888"	0.180851063829787	7.90721040189125	10.270972671884	3.93314450122556e-11	5.04599303363114e-09	4.0719613659747e-09	"UQCRB/COX6B1/PARK7/COX6C/NDUFB8/COX7C/COX7A2/NDUFA4/NDUFA1/COX4I1/UQCRH/NDUFA3/SDHC/NDUFB9/UQCR10/NDUFS5/NDUFB1"	17
"GO:0002443"	"BP"	"GO:0002443"	"leukocyte mediated immunity"	"37/432"	"469/18888"	0.0788912579957356	3.44930111348022	8.21769749362348	6.09244681159393e-11	7.59292942633507e-09	6.12726079337447e-09	"B2M/CD2/CD8A/CORO1A/HLA-DRA/HMGB1/VAMP8/GZMB/HLA-DRB1/LAG3/RAC2/CD96/IGLC2/ITGB2/IGKC/CD27/BTN3A2/NKG7/HLA-A/SASH3/LAT/SPN/CD84/PTPRC/MYO1G/PTPN6/KLRC2/ARRB2/CRTAM/PRF1/HAVCR2/WAS/INPP5D/VAMP2/CD74/SLA2/JAK3"	37
"GO:0022900"	"BP"	"GO:0022900"	"electron transport chain"	"22/432"	"175/18888"	0.125714285714286	5.49650793650794	9.14275859137735	9.43922755932632e-11	1.14371973927171e-08	9.22946694689685e-09	"CYBA/UQCRB/COX6B1/PARK7/COX6C/NDUFB8/COX7C/NDUFA12/COX7A2/NDUFA4/NDUFA1/COX4I1/UQCRH/NDUFA3/GHITM/SDHC/ADH5/NDUFB9/UQCR10/ETFB/NDUFS5/NDUFB1"	22
"GO:0045785"	"BP"	"GO:0045785"	"positive regulation of cell adhesion"	"37/432"	"485/18888"	0.0762886597938144	3.33550973654066	7.97191778640052	1.58472352154651e-10	1.86826054080699e-08	1.50762886374154e-08	"B2M/CCL5/HLA-DPA1/CORO1A/IL2RG/HLA-DRA/HLA-DPB1/HMGB1/LCK/HLA-DRB1/LGALS1/HLA-DRB5/ITGB2/CD3E/CD27/HLA-DQB1/ARPC2/HLA-A/DOCK8/RUNX3/SASH3/PYCARD/SPN/SIRPG/CDC42/PTPRC/PTPN6/HLA-DMA/HLA-DQA1/ADAM19/APBB1IP/HAVCR2/HLA-DMB/CD74/CD6/ADA/ANXA1"	37
"GO:0046631"	"BP"	"GO:0046631"	"alpha-beta T cell activation"	"22/432"	"181/18888"	0.121546961325967	5.31430325352977	8.92282664821485	1.83206899613046e-10	2.10302235818976e-08	1.69707443852085e-08	"CD3D/TRAC/CD3G/ZNF683/IL2RG/HLA-DRA/HMGB1/HLA-DRB1/CD3E/TRBC2/NKG7/HLA-A/RUNX3/SASH3/SPN/PTPRC/CRTAM/LY9/PRDM1/JAK3/ADA/ANXA1"	22
"GO:0030098"	"BP"	"GO:0030098"	"lymphocyte differentiation"	"34/432"	"432/18888"	0.0787037037037037	3.44110082304527	7.85259813611646	4.00997865614186e-10	4.48500689694636e-08	3.61926278708188e-08	"B2M/CD3D/CD2/CD3G/ZNF683/CD8A/IL2RG/HLA-DRA/HMGB1/LCK/HLA-DRB1/LAG3/LGALS1/RBPJ/IKZF3/CD3E/CD27/ITGB1/ID2/RUNX3/SASH3/ITM2A/SPN/THEMIS/PTPRC/PTPN6/CRTAM/LY9/INPP5D/PRDM1/CD74/JAK3/ADA/ANXA1"	34
"GO:1903131"	"BP"	"GO:1903131"	"mononuclear cell differentiation"	"36/432"	"484/18888"	0.0743801652892562	3.25206611570248	7.67895774198009	5.67523740335524e-10	6.18884638835889e-08	4.99420891495261e-08	"B2M/CD3D/CD2/CD3G/ZNF683/CD8A/IL2RG/HLA-DRA/HMGB1/LCK/HLA-DRB1/LAG3/LGALS1/RBPJ/IKZF3/CD3E/CD27/ITGB1/ID2/RUNX3/SASH3/ITM2A/MYH9/SPN/IFI16/THEMIS/PTPRC/PTPN6/CRTAM/LY9/INPP5D/PRDM1/CD74/JAK3/ADA/ANXA1"	36
"GO:0042098"	"BP"	"GO:0042098"	"T cell proliferation"	"23/432"	"213/18888"	0.107981220657277	4.72117892540428	8.35592670744135	7.61949758500346e-10	8.10640206482563e-08	6.54161743883224e-08	"CCL5/HLA-DPA1/CORO1A/HLA-DPB1/HMGB1/HLA-DRB1/RAC2/MSN/CD3E/HLA-A/DOCK8/SASH3/PYCARD/SPN/PTPRC/PTPN6/CRTAM/HAVCR2/PSMB10/HLA-DMB/LGALS3/CD6/ANXA1"	23
"GO:0050670"	"BP"	"GO:0050670"	"regulation of lymphocyte proliferation"	"24/432"	"237/18888"	0.10126582278481	4.42756680731364	8.12388212361248	1.20569765452469e-09	1.25220313548493e-07	1.01048946283974e-07	"CCL5/HLA-DPA1/CORO1A/HLA-DPB1/HMGB1/HLA-DRB1/RAC2/IKZF3/CD3E/HLA-A/SASH3/PYCARD/SPN/PTPRC/PTPN6/CRTAM/HAVCR2/HLA-DMB/LGALS3/INPP5D/CD74/CD6/ADA/ANXA1"	24
"GO:0006119"	"BP"	"GO:0006119"	"oxidative phosphorylation"	"19/432"	"148/18888"	0.128378378378378	5.61298798798799	8.61951760362675	1.27447152951584e-09	1.29284763063909e-07	1.04328832183622e-07	"UQCRB/COX6B1/PARK7/COX6C/NDUFB8/COX7C/NDUFA12/COX7A2/NDUFA4/NDUFA1/COX4I1/UQCRH/NDUFA3/GHITM/SDHC/NDUFB9/UQCR10/NDUFS5/NDUFB1"	19
"GO:0032944"	"BP"	"GO:0032944"	"regulation of mononuclear cell proliferation"	"24/432"	"241/18888"	0.0995850622406639	4.35408022130014	8.01737235683679	1.69102253945709e-09	1.67641825388905e-07	1.35281803156567e-07	"CCL5/HLA-DPA1/CORO1A/HLA-DPB1/HMGB1/HLA-DRB1/RAC2/IKZF3/CD3E/HLA-A/SASH3/PYCARD/SPN/PTPRC/PTPN6/CRTAM/HAVCR2/HLA-DMB/LGALS3/INPP5D/CD74/CD6/ADA/ANXA1"	24
"GO:0002449"	"BP"	"GO:0002449"	"lymphocyte mediated immunity"	"30/432"	"372/18888"	0.0806451612903226	3.52598566308244	7.52806461305577	2.52592460504145e-09	2.44846291715352e-07	1.97583435772131e-07	"B2M/CD2/CD8A/CORO1A/HLA-DRA/HMGB1/GZMB/HLA-DRB1/LAG3/CD96/IGLC2/IGKC/CD27/BTN3A2/NKG7/HLA-A/SASH3/SPN/PTPRC/MYO1G/PTPN6/KLRC2/ARRB2/CRTAM/PRF1/HAVCR2/WAS/INPP5D/CD74/SLA2"	30
"GO:0046651"	"BP"	"GO:0046651"	"lymphocyte proliferation"	"27/432"	"308/18888"	0.0876623376623377	3.83279220779221	7.66870082791776	2.70620297484521e-09	2.5661863861467e-07	2.07083358075112e-07	"CCL5/HLA-DPA1/CORO1A/HLA-DPB1/HMGB1/HLA-DRB1/RAC2/MSN/IKZF3/CD3E/HLA-A/DOCK8/SASH3/PYCARD/SPN/PTPRC/PTPN6/CRTAM/HAVCR2/PSMB10/HLA-DMB/LGALS3/INPP5D/CD74/CD6/ADA/ANXA1"	27
"GO:0070663"	"BP"	"GO:0070663"	"regulation of leukocyte proliferation"	"25/432"	"267/18888"	0.0936329588014981	4.09384103204328	7.7894482867163	2.77312889601841e-09	2.57369962647496e-07	2.07689653489038e-07	"CCL5/HLA-DPA1/CORO1A/HLA-DPB1/HMGB1/HLA-DRB1/RAC2/IKZF3/CD3E/HLA-A/CNN2/SASH3/PYCARD/SPN/PTPRC/PTPN6/CRTAM/HAVCR2/HLA-DMB/LGALS3/INPP5D/CD74/CD6/ADA/ANXA1"	25
"GO:0007015"	"BP"	"GO:0007015"	"actin filament organization"	"34/432"	"467/18888"	0.0728051391862955	3.18320247442303	7.30887318708032	3.01427557075504e-09	2.73922292492364e-07	2.21046875188703e-07	"TMSB4X/GMFG/ARPC3/EVL/CORO1A/CAP1/CAPG/RAC2/MYO1F/LCP1/BRK1/TMSB10/HCLS1/ARPC5/ZYX/TPM3/COTL1/ARPC2/CNN2/PYCARD/CDC42/MYO1G/ARHGAP18/TWF2/BIN1/ARPC1B/ARPC4/GPR65/CAPZB/WAS/SH3BP1/DIAPH1/CFL1/SH3KBP1"	34
"GO:0030217"	"BP"	"GO:0030217"	"T cell differentiation"	"27/432"	"310/18888"	0.0870967741935484	3.80806451612903	7.62681166390255	3.11445827296619e-09	2.77250346666908e-07	2.23732512670224e-07	"B2M/CD3D/CD2/CD3G/ZNF683/CD8A/IL2RG/HLA-DRA/HMGB1/LCK/HLA-DRB1/LAG3/IKZF3/CD3E/CD27/RUNX3/SASH3/SPN/THEMIS/PTPRC/CRTAM/LY9/PRDM1/CD74/JAK3/ADA/ANXA1"	27
"GO:0032943"	"BP"	"GO:0032943"	"mononuclear cell proliferation"	"27/432"	"315/18888"	0.0857142857142857	3.74761904761905	7.52359378053171	4.40170470298766e-09	3.84004718288643e-07	3.09880011090331e-07	"CCL5/HLA-DPA1/CORO1A/HLA-DPB1/HMGB1/HLA-DRB1/RAC2/MSN/IKZF3/CD3E/HLA-A/DOCK8/SASH3/PYCARD/SPN/PTPRC/PTPN6/CRTAM/HAVCR2/PSMB10/HLA-DMB/LGALS3/INPP5D/CD74/CD6/ADA/ANXA1"	27
