"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"RichFactor"	"FoldEnrichment"	"zScore"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0042254"	"BP"	"GO:0042254"	"ribosome biogenesis"	"63/891"	"319/18888"	0.197492163009404	4.18656787308825	12.7715774250375	1.43106551806631e-22	7.97753977889329e-20	6.74449538418811e-20	"RPL26/RPL10A/RPL7/RPS17/RPS11/RPSA/RPL6/RPS15A/RPL23A/RPL35A/RPL27/RPS27/RPS14/RPL38/EIF6/RAN/RPS9/RPS19/RPL35/RPL5/RPS6/RPS8/RPS7/RPL14/RPL11/ISG20/RPS3A/RPS16/RPS4X/RPS21/LSM6/RPS5/DDX21/RPL7A/C1QBP/RPL10/RPS12/FBL/NPM1/XRCC5/RPLP0/SNU13/RPS23/RPS25/FRG1/EIF5B/NHP2/RPS24/PA2G4/RSL24D1/GTPBP4/MRPL20/RPS15/IMP4/MRPS7/MRTO4/EIF2A/NUP88/RRP7A/EIF1AX/RPS13/EXOSC7/NOP58"	63
"GO:0015980"	"BP"	"GO:0015980"	"energy derivation by oxidation of organic compounds"	"62/891"	"338/18888"	0.183431952662722	3.88851035004881	11.9228644093957	1.70523333608934e-20	8.71374234741654e-18	7.36690717564914e-18	"COX7C/COX7A2/PARK7/NDUFA11/COX7B/COX6A1/COX4I1/BID/UQCRH/BLOC1S1/GHITM/PPP1CA/CYC1/ACADVL/NDUFB8/CHCHD2/NDUFB9/NDUFA6/ACO2/UQCRB/UQCRC1/PRELID1/DGUOK/COX6B1/PPIF/NDUFC2/UQCRFS1/COX6C/MDH1/IDH3B/MDH2/NDUFA1/NDUFA12/SDHC/CYCS/NDUFA13/SUCLG1/NDUFS5/DNAJC15/NDUFB3/NDUFA9/PDHA1/COX5A/COX7A2L/UQCRC2/ETFA/IDH3G/NDUFB1/SLC25A33/SDHD/NDUFA4/NDUFB6/CAT/NDUFV1/NDUFAB1/ETFB/ACADM/NDUFS6/PDHB/TRAP1/COX8A/ADSL"	62
"GO:0042274"	"BP"	"GO:0042274"	"ribosomal small subunit biogenesis"	"31/891"	"103/18888"	0.300970873786408	6.38017717629368	12.1823163846242	3.51957956135039e-17	1.66015860540005e-14	1.40355703155066e-14	"RPS17/RPS11/RPSA/RPS15A/RPS27/RPS14/RPS9/RPS19/RPS6/RPS8/RPS7/RPS3A/RPS16/RPS4X/RPS21/LSM6/RPS5/RPS12/FBL/NPM1/XRCC5/SNU13/RPS23/RPS25/RPS24/RPS15/IMP4/MRPS7/RRP7A/RPS13/NOP58"	31
"GO:0022618"	"BP"	"GO:0022618"	"protein-RNA complex assembly"	"45/891"	"234/18888"	0.192307692307692	4.07666407666408	10.5371292462236	5.27619466463044e-16	2.31097326310813e-13	1.95377885137631e-13	"RPSA/RPL6/RPL23A/RPS27/EIF3K/RPS14/RPL38/EIF6/RPS19/RPL5/SNRPF/EIF3I/EIF3L/EIF3M/RPL11/SNRPB/RPL13A/EIF3H/SNRPD3/EIF3F/SNRPE/SRSF9/RPS5/RPL10/SNRPD2/XRCC5/RPLP0/SNU13/EIF2S2/EIF3E/SNRPB2/SF3B5/STRAP/EIF3A/PUF60/MRPL20/EIF3G/SNRPD1/RPS15/SNRPG/MRPS7/PRPF6/RRP7A/DDX46/CLNS1A"	45
"GO:0042255"	"BP"	"GO:0042255"	"ribosome assembly"	"23/891"	"62/18888"	0.370967741935484	7.8640165091778	12.0452389774697	2.44828300100064e-15	1.00085809080906e-12	8.46160967012503e-13	"RPSA/RPL6/RPL23A/RPS27/RPS14/RPL38/EIF6/RPS19/RPL5/RPL11/RPS5/C1QBP/RPL10/NPM1/XRCC5/RPLP0/EIF5B/MRPL20/RPS15/MRPS7/EIF2A/RRP7A/EIF1AX"	23
"GO:0071826"	"BP"	"GO:0071826"	"protein-RNA complex organization"	"45/891"	"244/18888"	0.184426229508197	3.90958768007948	10.1783433973284	2.69344394302854e-15	1.03226239116569e-12	8.7271127759313e-13	"RPSA/RPL6/RPL23A/RPS27/EIF3K/RPS14/RPL38/EIF6/RPS19/RPL5/SNRPF/EIF3I/EIF3L/EIF3M/RPL11/SNRPB/RPL13A/EIF3H/SNRPD3/EIF3F/SNRPE/SRSF9/RPS5/RPL10/SNRPD2/XRCC5/RPLP0/SNU13/EIF2S2/EIF3E/SNRPB2/SF3B5/STRAP/EIF3A/PUF60/MRPL20/EIF3G/SNRPD1/RPS15/SNRPG/MRPS7/PRPF6/RRP7A/DDX46/CLNS1A"	45
"GO:0002757"	"BP"	"GO:0002757"	"immune response-activating signaling pathway"	"62/891"	"500/18888"	0.124	2.628632996633	8.21223309759992	3.11752631746092e-12	1.07785708410516e-09	9.1125864991553e-10	"FCN1/FGR/S100A8/CD36/CYBA/RPS3/CTSS/RAB7B/LILRA2/PTPRC/BIRC3/LGALS3/MYD88/PRAM1/PTPN6/MNDA/GBP1/TRAF3IP3/HLA-A/SCIMP/EZR/CD79B/C1QBP/TRBC2/FPR1/S100A9/IRF1/BANK1/KHDRBS1/MYO1G/MS4A1/IFI35/FYN/CLEC4E/UBE2N/CD79A/CD300LF/PHPT1/RIPK2/MAPKAPK3/KCNN4/OAS1/IGKC/LAT/BANF1/PAK1/NMI/CD3E/OASL/SLC46A2/PHB2/LCK/LPXN/CASP1/CD226/NAGK/FPR2/GBP2/FCMR/PAWR/CD3D/RTN4"	62
"GO:0006413"	"BP"	"GO:0006413"	"translational initiation"	"28/891"	"124/18888"	0.225806451612903	4.7867926577604	9.41325753664451	3.16396404336154e-12	1.07785708410516e-09	9.1125864991553e-10	"RPS17/EIF3K/RPS3/EIF6/EIF3I/EIF3L/EIF3M/RPL13A/EIF3H/RPS3A/PPP1CA/EIF3F/RPS5/NPM1/BANK1/KHDRBS1/EIF2S2/EIF4E2/EIF3E/BZW1/EIF5B/BZW2/POLR2G/EIF3A/EIF3G/EIF2A/TPR/EIF1AX"	28
"GO:0042273"	"BP"	"GO:0042273"	"ribosomal large subunit biogenesis"	"21/891"	"74/18888"	0.283783783783784	6.01583401583401	9.61919503133165	1.56596237014325e-11	5.05393750195707e-09	4.27277821216372e-09	"RPL26/RPL10A/RPL7/RPL6/RPL23A/RPL35A/EIF6/RPL35/RPL5/RPL14/RPL11/RPL7A/RPL10/NPM1/RPLP0/SNU13/NHP2/RSL24D1/GTPBP4/MRPL20/MRTO4"	21
"GO:0006364"	"BP"	"GO:0006364"	"rRNA processing"	"37/891"	"224/18888"	0.165178571428571	3.50156325156325	8.38018137940441	2.49365375220029e-11	7.6455424042461e-09	6.46381301557181e-09	"RPL26/RPL10A/RPL7/RPS17/RPL35A/RPL27/RPS27/RPS14/EIF6/RPS19/RPL35/RPL5/RPS6/RPS8/RPS7/RPL14/RPL11/ISG20/RPS16/RPS21/LSM6/DDX21/RPL7A/FBL/SNU13/RPS25/FRG1/NHP2/RPS24/PA2G4/GTPBP4/RPS15/IMP4/MRTO4/RRP7A/EXOSC7/NOP58"	37
"GO:0016072"	"BP"	"GO:0016072"	"rRNA metabolic process"	"39/891"	"266/18888"	0.146616541353383	3.10807321333637	7.70430789923792	2.88710506519176e-10	8.43034679035994e-08	7.12731450930798e-08	"RPL26/RPL10A/RPL7/RPS17/RPL35A/RPL27/RPS27/RPS14/EIF6/RPS19/RPL35/RPL5/RPS6/RPS8/RPS7/RPL14/RPL11/ISG20/RPS16/RPS21/LSM6/DDX21/RPL7A/FBL/NCL/SNU13/RPS25/FRG1/NHP2/RPS24/PA2G4/GTPBP4/RPS15/IMP4/POLR2E/MRTO4/RRP7A/EXOSC7/NOP58"	39
"GO:0006123"	"BP"	"GO:0006123"	"mitochondrial electron transport, cytochrome c to oxygen"	"12/891"	"25/18888"	0.48	10.1753535353535	10.2142789187359	3.32523549563916e-10	9.26833820875423e-08	7.83578220862337e-08	"COX7C/COX7A2/COX7B/COX6A1/COX4I1/COX6B1/COX6C/CYCS/COX5A/COX7A2L/NDUFA4/COX8A"	12
"GO:0002768"	"BP"	"GO:0002768"	"immune response-regulating cell surface receptor signaling pathway"	"46/891"	"360/18888"	0.127777777777778	2.70871679760569	7.283285796239	7.92088756293838e-10	2.03867120219448e-07	1.72356502056645e-07	"FCN1/FGR/CYBA/RPS3/RAB7B/LILRA2/PTPRC/LGALS3/MYD88/PRAM1/PTPN6/MNDA/GBP1/HLA-A/SCIMP/EZR/CD79B/TRBC2/FPR1/BANK1/KHDRBS1/MYO1G/FCER1A/MS4A1/IFI35/FYN/CLEC4E/UBE2N/CD79A/PHPT1/RIPK2/KCNN4/OAS1/IGKC/LAT/PAK1/NMI/CD3E/LCK/LPXN/CD226/BTLA/FPR2/FCMR/PAWR/CD3D"	46
"GO:0006120"	"BP"	"GO:0006120"	"mitochondrial electron transport, NADH to ubiquinone"	"16/891"	"51/18888"	0.313725490196078	6.65055786624414	8.99064458887135	7.97914364851067e-10	2.03867120219448e-07	1.72356502056645e-07	"PARK7/NDUFB8/NDUFB9/NDUFA6/NDUFC2/NDUFA1/NDUFS5/DNAJC15/NDUFB3/NDUFA9/NDUFB1/NDUFA4/NDUFB6/NDUFV1/NDUFAB1/NDUFS6"	16
"GO:0045088"	"BP"	"GO:0045088"	"regulation of innate immune response"	"52/891"	"440/18888"	0.118181818181818	2.50529537802265	7.10875759496379	1.03987223752731e-09	2.55059862420698e-07	2.15636663992505e-07	"FCN1/FGR/S100A8/CD36/CYBA/RPS19/CTSS/CD1D/RAB7B/XRCC6/EREG/LILRA2/BIRC3/MYD88/PTPN6/MNDA/TRAF3IP3/HLA-A/SCIMP/C1QBP/CLNK/S100A9/YWHAZ/IRF1/XRCC5/EIF4E2/IFI35/FYN/CLEC4E/HLA-F/CD300LF/HMGB2/RIPK2/MAPKAPK3/OAS1/HLA-B/USP18/SPI1/BANF1/PAK1/ADAM8/CDC37/NMI/OASL/SLC46A2/PHB2/CASP1/CD226/NAGK/FPR2/GBP2/RTN4"	52
"GO:0042776"	"BP"	"GO:0042776"	"proton motive force-driven mitochondrial ATP synthesis"	"18/891"	"67/18888"	0.26865671641791	5.6951605608322	8.56617192062179	1.18760262352061e-09	2.80091511054937e-07	2.36799308535992e-07	"NDUFA11/NDUFB8/NDUFB9/NDUFA6/NDUFC2/NDUFA1/NDUFA12/SDHC/NDUFA13/NDUFS5/NDUFB3/NDUFA9/NDUFB1/SDHD/NDUFB6/NDUFV1/NDUFAB1/NDUFS6"	18
"GO:0002429"	"BP"	"GO:0002429"	"immune response-activating cell surface receptor signaling pathway"	"43/891"	"332/18888"	0.129518072289157	2.74560869741593	7.13993142889205	1.87083205907645e-09	4.24886747639141e-07	3.59214342727155e-07	"FCN1/FGR/CYBA/RPS3/RAB7B/LILRA2/PTPRC/LGALS3/MYD88/PRAM1/PTPN6/MNDA/GBP1/HLA-A/SCIMP/EZR/CD79B/TRBC2/FPR1/BANK1/KHDRBS1/MYO1G/MS4A1/IFI35/FYN/UBE2N/CD79A/PHPT1/RIPK2/KCNN4/OAS1/IGKC/LAT/PAK1/NMI/CD3E/LCK/LPXN/CD226/FPR2/FCMR/PAWR/CD3D"	43
"GO:0009144"	"BP"	"GO:0009144"	"purine nucleoside triphosphate metabolic process"	"36/891"	"250/18888"	0.144	3.05260606060606	7.2693610787486	2.30120320385673e-09	5.03963501644624e-07	4.2606863830806e-07	"FBP1/ENO1/PKM/PGK1/ALDOA/LDHA/EIF6/RAN/PGAM1/NDUFA11/TPI1/GAPDH/NDUFB8/NDUFB9/NDUFA6/SLC2A6/DGUOK/PFKP/NDUFC2/NDUFA1/NDUFA12/SDHC/NDUFA13/NDUFS5/NME1/NDUFB3/NDUFA9/TSPO/NDUFB1/SDHD/NDUFB6/NDUFV1/NDUFAB1/NDUFS6/IMPDH2/ITPA"	36
"GO:0009141"	"BP"	"GO:0009141"	"nucleoside triphosphate metabolic process"	"37/891"	"266/18888"	0.139097744360902	2.94868484342169	7.12179631016607	3.63654627658694e-09	7.68941440276935e-07	6.50090396086776e-07	"FBP1/ENO1/PKM/PGK1/ALDOA/LDHA/EIF6/RAN/PGAM1/NDUFA11/TPI1/GAPDH/NDUFB8/NDUFB9/NDUFA6/SLC2A6/DGUOK/PFKP/NDUFC2/NDUFA1/NDUFA12/SDHC/NDUFA13/NDUFS5/NME1/NDUFB3/NDUFA9/TSPO/DCTPP1/NDUFB1/SDHD/NDUFB6/NDUFV1/NDUFAB1/NDUFS6/IMPDH2/ITPA"	37
"GO:0036261"	"BP"	"GO:0036261"	"7-methylguanosine cap hypermethylation"	"7/891"	"8/18888"	0.875	18.5488215488216	11.0461831593971	3.89930881361925e-09	7.97018721503775e-07	6.73827926564029e-07	"SNRPF/SNRPB/SNRPD3/SNRPE/SNRPD2/SNRPD1/SNRPG"	7
"GO:0009205"	"BP"	"GO:0009205"	"purine ribonucleoside triphosphate metabolic process"	"35/891"	"244/18888"	0.14344262295082	3.0407904178396	7.13910971542926	4.25820115028428e-09	8.25061956925389e-07	6.97536673508693e-07	"FBP1/ENO1/PKM/PGK1/ALDOA/LDHA/EIF6/RAN/PGAM1/NDUFA11/TPI1/GAPDH/NDUFB8/NDUFB9/NDUFA6/SLC2A6/PFKP/NDUFC2/NDUFA1/NDUFA12/SDHC/NDUFA13/NDUFS5/NME1/NDUFB3/NDUFA9/TSPO/NDUFB1/SDHD/NDUFB6/NDUFV1/NDUFAB1/NDUFS6/IMPDH2/ITPA"	35
"GO:0001732"	"BP"	"GO:0001732"	"formation of cytoplasmic translation initiation complex"	"9/891"	"15/18888"	0.6	12.7191919191919	10.102831506668	4.3056070811501e-09	8.25061956925389e-07	6.97536673508693e-07	"EIF3K/EIF3I/EIF3L/EIF3M/EIF3H/EIF3F/EIF3E/EIF3A/EIF3G"	9
"GO:0001906"	"BP"	"GO:0001906"	"cell killing"	"33/891"	"226/18888"	0.146017699115044	3.09537856440511	7.05111678297861	7.51263780366884e-09	1.39598469733628e-06	1.18021502976297e-06	"LYZ/CD1C/CORO1A/STXBP2/CD55/RPS19/S100A12/CD1E/CD1D/GAPDH/SLAMF7/LYST/PTPRC/HLA-C/MYD88/PTPN6/GBP1/CD1B/TUBB/HLA-A/CD2/CTSH/RAB27A/TREM1/CD1A/HLA-F/HLA-B/SPI1/CD226/RPL30/GBP2/NKG7/DNASE1L3"	33
"GO:0009199"	"BP"	"GO:0009199"	"ribonucleoside triphosphate metabolic process"	"35/891"	"251/18888"	0.139442231075697	2.95598749782017	6.94121052355291	9.00371149459085e-09	1.62384584955385e-06	1.37285693841672e-06	"FBP1/ENO1/PKM/PGK1/ALDOA/LDHA/EIF6/RAN/PGAM1/NDUFA11/TPI1/GAPDH/NDUFB8/NDUFB9/NDUFA6/SLC2A6/PFKP/NDUFC2/NDUFA1/NDUFA12/SDHC/NDUFA13/NDUFS5/NME1/NDUFB3/NDUFA9/TSPO/NDUFB1/SDHD/NDUFB6/NDUFV1/NDUFAB1/NDUFS6/IMPDH2/ITPA"	35
"GO:0015986"	"BP"	"GO:0015986"	"proton motive force-driven ATP synthesis"	"18/891"	"76/18888"	0.236842105263158	5.0207336523126	7.81474659269113	1.06361719926819e-08	1.8183245427437e-06	1.53727613091165e-06	"NDUFA11/NDUFB8/NDUFB9/NDUFA6/NDUFC2/NDUFA1/NDUFA12/SDHC/NDUFA13/NDUFS5/NDUFB3/NDUFA9/NDUFB1/SDHD/NDUFB6/NDUFV1/NDUFAB1/NDUFS6"	18
"GO:0009206"	"BP"	"GO:0009206"	"purine ribonucleoside triphosphate biosynthetic process"	"22/891"	"112/18888"	0.196428571428571	4.16402116402116	7.47252087087018	1.06750951628789e-08	1.8183245427437e-06	1.53727613091165e-06	"ENO1/ALDOA/NDUFA11/NDUFB8/NDUFB9/NDUFA6/NDUFC2/NDUFA1/NDUFA12/SDHC/NDUFA13/NDUFS5/NME1/NDUFB3/NDUFA9/NDUFB1/SDHD/NDUFB6/NDUFV1/NDUFAB1/NDUFS6/IMPDH2"	22
"GO:0045089"	"BP"	"GO:0045089"	"positive regulation of innate immune response"	"44/891"	"365/18888"	0.120547945205479	2.55545408422121	6.67679816973411	1.12098406033152e-08	1.85780385350079e-06	1.57065334200078e-06	"FCN1/S100A8/CD36/CYBA/RPS19/CTSS/CD1D/RAB7B/XRCC6/EREG/LILRA2/BIRC3/MYD88/MNDA/TRAF3IP3/SCIMP/C1QBP/CLNK/S100A9/IRF1/XRCC5/IFI35/FYN/CLEC4E/HLA-F/CD300LF/HMGB2/RIPK2/MAPKAPK3/OAS1/SPI1/BANF1/PAK1/ADAM8/NMI/OASL/SLC46A2/PHB2/CASP1/CD226/NAGK/FPR2/GBP2/RTN4"	44
"GO:0009145"	"BP"	"GO:0009145"	"purine nucleoside triphosphate biosynthetic process"	"22/891"	"113/18888"	0.194690265486726	4.12717141920682	7.41858745787371	1.26746661143458e-08	2.04529085824128e-06	1.72916151282973e-06	"ENO1/ALDOA/NDUFA11/NDUFB8/NDUFB9/NDUFA6/NDUFC2/NDUFA1/NDUFA12/SDHC/NDUFA13/NDUFS5/NME1/NDUFB3/NDUFA9/NDUFB1/SDHD/NDUFB6/NDUFV1/NDUFAB1/NDUFS6/IMPDH2"	22
"GO:0001909"	"BP"	"GO:0001909"	"leukocyte mediated cytotoxicity"	"25/891"	"144/18888"	0.173611111111111	3.68032173587729	7.18385107100777	1.51246754134497e-08	2.37806434962239e-06	2.01050003809014e-06	"CD1C/CORO1A/STXBP2/CD1E/CD1D/SLAMF7/LYST/PTPRC/HLA-C/MYD88/PTPN6/CD1B/TUBB/HLA-A/CD2/CTSH/RAB27A/TREM1/CD1A/HLA-F/HLA-B/SPI1/CD226/NKG7/DNASE1L3"	25
"GO:0046651"	"BP"	"GO:0046651"	"lymphocyte proliferation"	"39/891"	"308/18888"	0.126623376623377	2.68424504788141	6.63098531859552	1.99745470213678e-08	3.06209805837568e-06	2.58880642316412e-06	"SPN/CORO1A/ANXA1/RPS3/CD55/RAC2/BID/CD1D/IDO1/PTPRC/LST1/LGALS3/MYD88/PTPN6/MNDA/CCND3/HLA-A/CCR2/IRF1/IGFBP2/IL4I1/MS4A1/MSN/FYN/CD79A/RIPK2/PSMB10/TSPAN32/FLT3/PNP/SLC11A1/TNFRSF13B/SDC4/CD3E/TNFSF14/PAWR/IKZF3/PRDX2/IMPDH2"	39
