Drug	Group1	mean1	median1	Group2	mean2	median2	p_value	p_adjust	fold change
Mirin_1048	High	155.326798343005	153.817999628637	low	103.208282036261	102.603389577265	1.451189032518e-16	1.00422281050246e-15	0.664458954522119
PD173074_1049	High	57.2287704423394	58.6331680528631	low	41.4937168373339	41.2415766869259	4.18885801409463e-09	7.24672436438371e-09	0.725049944575355
ZM447439_1050	High	22.9133971035806	22.938020064788	low	20.7962520112427	20.5919231460216	7.81389680602749e-22	3.37951036860689e-20	0.907602304330203
Alisertib_1051	High	7.10640559020071	6.97328847843376	low	3.73307237597739	4.02036451792622	8.64115511896062e-10	1.77966647092879e-09	0.525310908390181
Pictilisib_1058	High	4.19276045473734	4.02468602656728	low	3.5434656864302	3.57042911219966	0.0012475346521748	0.00137467194156841	0.845139073572994
PD0325901_1060	High	1.62484035612093	1.62360827616402	low	1.18439169571118	1.21122557784822	8.0045041463838e-07	1.08185876353469e-06	0.728928039760624
Obatoclax.Mesylate_1068	High	4.63329937330737	4.59085472366095	low	3.55919061951427	3.57886804913465	5.45467512813458e-14	2.30160682235923e-13	0.768176267654733
X5.Fluorouracil_1073	High	136.66096846598	139.918086271206	low	79.6376481357966	80.8807838198289	1.06172918356309e-09	2.08726305405017e-09	0.582738795354151
Dasatinib_1079	High	4.39996384611829	4.25722543792298	low	3.12216702893407	3.24630684578734	0.000224539005169494	0.000262467891177854	0.709589246213577
Paclitaxel_1080	High	0.0954105010533472	0.0917123668466528	low	0.0482741967395479	0.0481036958187769	1.62472932972783e-10	3.74770898723886e-10	0.505963140394328
Crizotinib_1083	High	25.4198549172717	25.5816388145066	low	16.2536630008128	16.3806967638022	1.36015059284919e-17	1.23845290822584e-16	0.639408173402639
Rapamycin_1084	High	0.11366696957881	0.112118995033943	low	0.0957061379402031	0.0991721205406999	0.00749639367416919	0.00781250666042934	0.841987239519443
Sorafenib_1085	High	14.5694516077828	14.6857443716707	low	12.4594998627928	11.9394142039975	0.000408929444153454	0.000462384273454559	0.855179741709504
BI.2536_1086	High	0.774649232413192	0.777279559241944	low	0.570368517253827	0.523193533191501	4.30858859605773e-05	5.32418447941419e-05	0.73629262560167
Irinotecan_1088	High	17.1547224884506	16.4378397158879	low	10.037486005968	10.0363405874395	1.03122407243461e-08	1.68303551444517e-08	0.585115032477248
Oxaliplatin_1089	High	46.5885547513084	48.6137297192695	low	33.4023497165181	31.5228054059694	8.70393281131259e-06	1.09910976376429e-05	0.716964711500953
BMS.536924_1091	High	8.86739913475068	8.679847294386	low	6.56886785678827	6.50186048622854	2.70120628448422e-09	4.97136901293372e-09	0.740788562346919
Tozasertib_1096	High	19.8588688562556	19.1449986832906	low	13.7144532007071	13.8584159556266	2.09502571793655e-12	7.55082185839631e-12	0.690595889422323
Erlotinib_1168	High	14.75575862757	15.0135553035197	low	9.78058384202376	9.91169447489495	1.11631745688524e-19	2.8149233791541e-18	0.662831650264968
Niraparib_1177	High	69.1478256089369	70.819027390258	low	55.4656846845382	56.5611112616567	0.000111179114251587	0.000131739635380305	0.802132014941762
MK.1775_1179	High	2.48987849325103	2.55512823486007	low	1.11529979925223	1.16345601723674	2.29509298933277e-19	3.97051087154569e-18	0.447933424171226
Dinaciclib_1180	High	0.101104769290964	0.0939120624996576	low	0.0614642483814782	0.0594585511852929	2.30796358064649e-14	1.02378897295344e-13	0.607926300732594
Gemcitabine_1190	High	0.981813411860905	0.913041698864197	low	0.281571924521753	0.275121625987262	8.77906675073123e-13	3.23144371888618e-12	0.286787612717643
Bortezomib_1191	High	0.0107493640710536	0.0108672007459822	low	0.00621834928113699	0.00601066252462721	6.73341937279441e-22	3.37951036860689e-20	0.578485316901866
SB505124_1194	High	10.3971357444423	10.4118502261757	low	10.8246536774683	10.79221507006	8.86618189154511e-11	2.13034648227403e-10	1.0411188180605
Tamoxifen_1199	High	41.4020255428839	41.2978147831476	low	32.5823090166946	32.7791096085447	6.70393501115782e-12	2.14774214246352e-11	0.786973791486266
Fulvestrant_1200	High	20.5946596700112	20.9560963760319	low	17.1362375561971	16.9846863652136	5.32922184821321e-07	7.31710618841972e-07	0.832071897801251
EPZ004777_1237	High	195.988164766862	193.695182656729	low	145.292063729944	149.995167196992	7.34927932312323e-12	2.31168240527331e-11	0.74133080384102
YK.4.279_1239	High	13.2858839534101	12.8056039935526	low	6.90289987982414	7.23250833161507	4.92888907088553e-12	1.6398034793523e-11	0.519566474013373
Daporinad_1248	High	0.0163367762967014	0.0161402960584386	low	0.011320918303031	0.0102326638721902	9.89751223341274e-07	1.32734078789179e-06	0.692971373141522
BMS.345541_1249	High	37.8264211478136	36.6818013862283	low	24.2874899737345	24.9341700635767	1.85907851591622e-13	7.30955871030696e-13	0.642077395554465
AZ960_1250	High	9.4241197707857	8.91593141973573	low	5.93412937870074	5.97297057820384	7.52817491847766e-10	1.58826129377638e-09	0.629674656416851
Talazoparib_1259	High	21.3136348634997	21.285052899674	low	12.0477327680527	11.8208426611717	4.71711987086917e-09	8.0798191847561e-09	0.565259414699126
XAV939_1268	High	92.2125615134844	92.7594561423129	low	68.3405641911772	69.1059839930673	3.03254571938073e-19	4.76936735866242e-18	0.741119898086592
Dabrafenib_1373	High	89.0198574878093	91.7183367009083	low	68.0642358270756	70.2417912617225	4.55925959382484e-05	5.59398517540211e-05	0.764596099655591
Temozolomide_1375	High	440.997695190261	454.353763950109	low	303.325471747278	326.236980544921	7.0239904724849e-11	1.76108746628969e-10	0.687816455857923
AZD5438_1401	High	14.5366679944727	14.205362075765	low	7.51748926393081	7.36517699440354	1.52372310156988e-17	1.31802048285795e-16	0.517139778303337
IAP_5620_1428	High	139.20048328449	133.039774186429	low	106.001522070562	109.318643464851	2.0955699376445e-05	2.60815539001797e-05	0.761502543449665
AZD2014_1441	High	8.01206175789615	7.88512918792047	low	9.27231394680864	8.87860566896273	0.00132610029155795	0.00145199588885776	1.15729436779122
AZD1208_1449	High	213.861124865104	216.726657678713	low	161.663176153493	159.513360552636	1.50160942879236e-13	6.18520074240663e-13	0.755925960155051
Ruxolitinib_1507	High	128.899423288521	131.634245804496	low	96.8497886816286	97.5650654557364	7.93324878108061e-12	2.45080721272669e-11	0.751359363841725
Linsitinib_1510	High	46.6226204832406	46.4688801752758	low	35.786892632698	36.21061286369	8.3846813803011e-09	1.38147607504009e-08	0.767586469009443
Epirubicin_1511	High	0.41526925790745	0.403863666600461	low	0.284690009824854	0.281807227624061	1.62899292102251e-07	2.32905599451979e-07	0.685555225685168
Cyclophosphamide_1512	High	199.362704088895	201.068770381117	low	148.658405538582	153.024168095669	8.69835815463276e-15	3.96004200197755e-14	0.74566808379714
Pevonedistat_1529	High	3.47803237109185	3.38283584813749	low	1.41300799844944	1.39149084717491	2.48752394063029e-17	2.04924591299543e-16	0.406266488545032
Sapitinib_1549	High	46.5706673236233	46.8452959377623	low	36.8908485167323	36.7267633277192	0.00021322342414382	0.000250936410727081	0.792147732399341
Lapatinib_1558	High	24.0226572944157	26.0409241202992	low	18.0524014639136	18.560689934492	1.87268544024844e-06	2.47308840582428e-06	0.751473962379257
Luminespib_1559	High	0.154720534807988	0.154294818510717	low	0.098281834450925	0.0970028667299793	5.39688271788839e-10	1.18184900024645e-09	0.635221656730282
EPZ5676_1563	High	294.456567901318	300.006713475518	low	221.946706260082	222.191534986443	3.31647834307469e-11	8.56344407987942e-11	0.753750231628264
IWP.2_1576	High	17.2464630924983	17.357168475962	low	14.5101475645604	14.8310145353993	4.9840634271384e-08	7.76795471076525e-08	0.841340481624428
Leflunomide_1578	High	162.187719061723	162.780812286705	low	123.785936094992	121.961682196965	1.63029964939802e-13	6.55911254292692e-13	0.763226320778846
Entinostat_1593	High	11.7421633586091	11.8810010420702	low	8.26862557002059	8.38042645826906	2.02754303958543e-11	5.56769755314729e-11	0.704182467701597
LGK974_1598	High	65.9510414429955	66.563936038467	low	49.5404560656096	49.8625999117651	1.10177666869302e-10	2.57577518491747e-10	0.751170185969387
VE.822_1613	High	34.3208005253853	35.3730388096141	low	17.7298598089926	18.3610043747289	4.16509494008365e-18	4.80374283089648e-17	0.516592257103056
WZ4003_1614	High	51.6877170350313	51.4550789406933	low	39.0975654309399	38.6929208519288	9.9140382810253e-10	1.97141220990503e-09	0.756418887768666
CZC24832_1615	High	176.711286570327	180.037456819423	low	129.755404633474	131.675809363362	4.64825917431557e-16	2.68049612385531e-15	0.734279100966393
AZD5582_1617	High	9.55388266792161	9.50012896671278	low	5.31048323872122	5.20472629111882	3.61702409530409e-12	1.22695131076001e-11	0.555845557592188
GSK2606414_1618	High	45.4814517693877	44.4536860744196	low	37.6915847663327	38.8849498148093	8.5283179291993e-06	1.08485220717021e-05	0.828724310680468
PFI3_1620	High	217.98790901866	216.475776741975	low	165.840589729935	169.00299561224	4.69925361142823e-17	3.38737864490452e-16	0.760778845379628
PCI.34051_1621	High	96.7455810543393	97.0106034567124	low	75.9447485247887	77.6406351731672	2.47980161377421e-06	3.22560661039803e-06	0.784994494809357
Wnt.C59_1622	High	78.9336754071233	81.7424490635544	low	63.0399779628429	64.4578152993386	7.89269798783805e-11	1.95062393127998e-10	0.798644908370172
I.BET.762_1624	High	31.0831310420069	30.7173051086882	low	21.2050159019236	21.044465205146	1.3709767795276e-11	3.88818004685696e-11	0.682203342812096
RVX.208_1625	High	132.271021955648	134.381963338604	low	96.2680742200729	100.07000729671	1.36026881738171e-15	7.13110622445563e-15	0.72780925705974
OTX015_1626	High	13.5542103106192	12.6165230116474	low	9.86616665744077	9.80200566631645	5.5772830645569e-07	7.59740133990822e-07	0.727904203294754
GSK343_1627	High	18.5019182423001	18.644821472443	low	15.3808688428775	15.4251660654632	7.63285586074315e-10	1.59094465531152e-09	0.831312118097729
ML323_1629	High	102.866046419916	104.545902401969	low	83.9128491100378	84.0381147977091	8.84455653780134e-08	1.30778485558943e-07	0.815748753164787
Entospletinib_1630	High	45.0025834652712	44.6269148738488	low	34.760427716154	35.9429073138946	7.9604725054076e-09	1.32419398407261e-08	0.772409604950322
PRT062607_1631	High	29.9775848517069	29.7429828815477	low	23.2256676259428	23.8162786798097	1.268637333438e-07	1.82895215570645e-07	0.774767805373099
Ribociclib_1632	High	53.0210487985912	53.2055243467767	low	47.9628087504698	50.4685819864502	0.00611017156142322	0.00640642230379526	0.904599396603112
AGI.6780_1634	High	72.5427952364346	71.6566934567572	low	56.0031424789988	54.905021007635	8.24484413019597e-11	2.00895497820268e-10	0.772001441307451
Picolinici.acid_1635	High	187.102951009474	184.305664221613	low	156.726352085103	158.540043377841	7.02290434404145e-08	1.06575653642033e-07	0.837647675996125
AZD5153_1706	High	5.52876717650503	5.3296873280709	low	4.07237712576353	4.08675621366322	1.40979391182826e-06	1.87611035958684e-06	0.736579601881129
CDK9_5576_1708	High	1.0214592462406	0.963496825250873	low	0.65987524937455	0.636939477864511	2.73372410921973e-11	7.27591185992328e-11	0.646012312094846
CDK9_5038_1709	High	0.151199112464372	0.140646676904377	low	0.0983553143422163	0.0958314817009053	3.1702976227001e-09	5.65424215182595e-09	0.650501929139248
Eg5_9814_1712	High	0.0664541391100197	0.0627076408308007	low	0.0456467019622414	0.0444695994857295	3.52682393971235e-07	4.88112433256189e-07	0.686890276114628
IRAK4_4710_1716	High	151.294731769453	150.4224666897	low	108.323014577466	110.190360734568	1.9959311232379e-19	3.83662315911285e-18	0.715973473171103
JAK1_8709_1718	High	69.6282389680723	68.8013633414995	low	51.7511277751401	52.6122217542594	1.18448378662482e-09	2.27684105651215e-09	0.743249126247044
AZD5991_1720	High	62.822708642055	64.0188333083061	low	25.9418267512791	24.9378248634142	7.55187618875643e-16	4.21443413114472e-15	0.412937094118114
PAK_5339_1730	High	11.0632230201663	11.4002087760786	low	8.98257385270549	9.21226229955986	1.07588536034559e-11	3.20910633344460e-11	0.811931011092503
TAF1_5496_1732	High	49.6461509275263	50.9595999122247	low	34.6892522554045	33.4633276557541	2.19591540181477e-12	7.75292580640725e-12	0.698729943959684
ULK1_4989_1733	High	11.7462489311959	11.72542361815	low	8.67870436787676	8.29199499381835	5.99192427951547e-08	9.17347699430244e-08	0.738849007773684
VSP34_8731_1734	High	12.4103165469975	12.0378497797315	low	9.27122336179682	9.02620016443618	3.21950013770575e-11	8.43899278519840e-11	0.747057766551481
IGF1R_3801_1738	High	6.40977889940547	6.49061140541556	low	4.12450190320737	3.85354629675376	2.54764144564344e-07	3.58326804956354e-07	0.643470230087021
JAK_8517_1739	High	21.8111785817523	21.139929581092	low	17.589425175248	17.1993635215296	0.000238452449602697	0.000275015158541777	0.80644083992617
AZD4547_1786	High	17.6462223035274	17.2892291179658	low	14.7019114270527	15.4947062549002	0.000238452449602697	0.000275015158541777	0.833147807738651
Ibrutinib_1799	High	85.3000859489866	85.7096982662688	low	54.6845049036426	55.748755151167	5.32224394813723e-10	1.18044641413813e-09	0.641083819497514
Zoledronate_1802	High	50.6303387458594	50.5941860438109	low	37.1047214720521	36.9939856115913	2.05443076516794e-16	1.36528103341246e-15	0.732855485291149
Oxaliplatin_1806	High	151.673160455666	156.302769865913	low	115.074352279045	119.699489864024	1.80863688597572e-05	2.26734913966521e-05	0.758699508425431
Carmustine_1807	High	510.409456717691	515.995678544715	low	395.873025584967	406.655044989478	5.60748708439476e-13	2.10890275130499e-12	0.775598924304268
Topotecan_1808	High	1.55677860460587	1.51159757462342	low	0.814062918868037	0.846634898122844	1.01019637792323e-10	2.39402703261259e-10	0.522915022379904
Teniposide_1809	High	2.3305144181332	2.21116422322145	low	1.00408524975964	1.09508791858259	3.51111506514341e-13	1.34982868059958e-12	0.430842753834554
Mitoxantrone_1810	High	2.20869773774364	2.25359614103157	low	1.29232929730693	1.52701275196238	7.31505121245869e-06	9.37410266485447e-06	0.585109168729961
Dactinomycin_1811	High	0.0929600580386028	0.0911765630880362	low	0.0784838932745699	0.0805756364929855	0.00233531673132432	0.00250937760570874	0.84427543324014
Fludarabine_1813	High	140.820150044014	138.317726328894	low	79.5342363989685	83.3812252092506	2.27181181480166e-15	1.15595130576673e-14	0.564793009907386
Nelarabine_1814	High	425.882209705574	436.487715387164	low	324.790215736932	321.485877552467	4.31645892338775e-10	9.82562360192211e-10	0.762629216095854
Fulvestrant_1816	High	100.617330406013	102.28874201852	low	89.5820166945488	91.0491872384069	0.00141992900712276	0.00154495420271847	0.890323926634362
Vincristine_1818	High	0.272917423842055	0.261616705442158	low	0.141389466701638	0.145235650313729	3.00574240263637e-09	5.41659828808429e-09	0.518066837621419
Docetaxel_1819	High	0.180669921268868	0.156560813704719	low	0.0842552459120463	0.0841228083702587	3.21278770383725e-09	5.6715538037127e-09	0.466349048697819
Podophyllotoxin.bromide_1825	High	0.790687348049851	0.771158350742629	low	0.547917696665934	0.547139418155931	2.45955419286791e-09	4.62503125397987e-09	0.692963784000486
Dihydrorotenone_1827	High	2.30542604524652	2.33537202073175	low	1.84217022889443	1.79874517109469	2.732362047566e-07	3.81208575991063e-07	0.799058478884083
Gallibiscoquinazole_1830	High	14.4476527253743	14.5447185369384	low	12.8832416953526	13.0241267420728	0.00108622097501834	0.00120459120947547	0.891718671554574
Elephantin_1835	High	36.945378174957	38.1227283468325	low	32.4185415074042	32.7358182894387	0.00177867346653844	0.00192319068569469	0.877472179439719
Sinularin_1838	High	38.4554663438059	37.9818938725936	low	32.0237471559009	32.3197705616565	7.647199579431e-08	1.15040480629701e-07	0.832748896336269
Sabutoclax_1849	High	0.748275535834586	0.747342775777393	low	0.628410857755113	0.632484030739758	0.000285201951902665	0.000326754554166629	0.839812111529502
LY2109761_1852	High	190.424318834239	190.275164085158	low	152.521463062792	149.500149539057	2.66532003468302e-09	4.95806845161465e-09	0.800955802265773
OF.1_1853	High	66.2209982165579	64.3637909428253	low	52.3648270545138	51.6181650185254	9.64564106374362e-10	1.96317165179723e-09	0.790758648537263
MN.64_1854	High	126.235687302173	122.011492869125	low	96.9462752419488	96.5138871597922	1.12601147182817e-11	3.3016946546826e-11	0.767978353141031
KRAS..G12C..Inhibitor.12_1855	High	97.2850243402412	96.2247907824449	low	69.2528844252123	70.3072353736083	9.7415976299406e-08	1.41621545376447e-07	0.711855549144026
MG.132_1862	High	0.24504501501141	0.254406684217067	low	0.17220778829567	0.164837166149894	6.23151404852795e-18	6.73782456497085e-17	0.702759810427693
BDP.00009066_1866	High	14.28643522452	14.1893973248901	low	9.21322810446361	9.17995075275738	3.41837150843313e-16	2.03923541709976e-15	0.644893422303892
Buparlisib_1873	High	2.95731277927578	2.88776603617798	low	2.41304905851622	2.38084004126002	9.50941448119095e-08	1.39417686885257e-07	0.815960041638597
Ulixertinib_1908	High	16.2942318283952	16.3791522881303	low	14.2603028957569	13.8695312622526	0.00571499738868805	0.00602862529416483	0.875174911339243
Venetoclax_1909	High	7.2654117838873	7.26361277226573	low	4.85338256427129	5.32485983346708	5.91899926578558e-08	9.14273993732951e-08	0.66801204235041
ABT737_1910	High	7.79647736978881	8.35191312914929	low	4.26997093254332	4.25406349569933	6.72294716498546e-11	1.71039685226836e-10	0.547679513454291
Dactinomycin_1911	High	0.0103900906865033	0.0101108396681236	low	0.00650810409415372	0.00644062691187515	2.65346240588473e-11	7.17264056590716e-11	0.626376062588919
AGI.5198_1913	High	116.732735804225	116.541237055606	low	93.4843239539713	96.8039242147145	5.40641071272156e-12	1.76473406283175e-11	0.800840683720083
AZD3759_1915	High	15.6271257971901	15.8484862001353	low	10.8614424801589	10.8831952780359	3.1156058553498e-17	2.44999914988871e-16	0.695037758134119
AZD6738_1917	High	10.1686870825173	10.3085371374926	low	5.17243342948864	5.62291853388799	9.48248082556676e-18	9.64981872248852e-17	0.508662857605427
AZD8186_1918	High	23.5371515085187	23.3942117351531	low	19.9730004980798	20.3443160559833	0.000937038299168955	0.00105264692049499	0.848573392190261
Osimertinib_1919	High	5.48864331108446	5.41639458428733	low	4.86974806979112	4.76595185751484	0.00285804314624092	0.00303338321656245	0.887240761292783
Cediranib_1922	High	9.19182318448288	8.64983234262079	low	7.77728952183362	7.8061674786652	4.64584649690135e-05	5.66008059129531e-05	0.8461095656151
GDC0810_1925	High	149.751243558754	150.840570279437	low	119.104365377	113.95271429976	3.43369367504653e-09	6.00029298770757e-09	0.795348088914333
GSK2578215A_1927	High	155.757619222705	157.330658938411	low	112.888705858667	114.923295821666	1.13898633838605e-19	2.8149233791541e-18	0.724771644700455
I.BRD9_1928	High	92.1420289377865	91.5371238860409	low	59.7290479204339	61.2438652097379	1.28498994155395e-17	1.23501811049352e-16	0.648228051943184
Telomerase.Inhibitor.IX_1930	High	2.0973958233686	2.07426521259205	low	1.48315627268727	1.43213526229273	8.82783439863494e-12	2.67932517712955e-11	0.707141807074447
MIRA.1_1931	High	250.669377754519	259.824385591958	low	167.524622822103	171.435691732337	3.00974199550997e-15	1.40725774384655e-14	0.668309086346241
NVP.ADW742_1932	High	19.0854007267138	18.3782132407039	low	14.3408904214696	14.9798219221876	7.26778837208901e-09	1.22070620230233e-08	0.751406304055048
P22077_1933	High	94.395878288247	96.8907740459325	low	70.6105448800874	72.2702931949764	2.0037156773702e-08	3.20965566838004e-08	0.748025720619615
Savolitinib_1936	High	13.0333938362158	13.2892966398688	low	9.93894440764977	10.0369468080722	6.03191736427789e-10	1.28829840002478e-09	0.762575314806532
UMI.77_1939	High	20.9314629582959	20.5671151673587	low	14.1779796084589	13.0195669821853	8.55959755126887e-16	4.62753242615473e-15	0.677352540369837
WIKI4_1940	High	47.3631565791677	48.7570241571431	low	34.8833711078649	34.18569155277	6.45283910546161e-22	3.37951036860689e-20	0.736508578129863
Sepantronium.bromide_1941	High	0.0187582471755058	0.0186351694748821	low	0.0134782710441041	0.0131740685081221	9.9140382810253e-10	1.97141220990503e-09	0.718525079555606
MIM1_1996	High	58.3301687692846	56.8427887603352	low	36.7117645432767	37.7751404299363	7.23586861557976e-19	9.6292713115023e-18	0.629378678612848
WEHI.539_1997	High	33.8965910085194	36.6484056185793	low	14.4311989913082	13.5248586393468	3.05306749080489e-20	1.05636135181849e-18	0.425741897988536
BPD.00008900_1998	High	102.356831277527	102.543403275029	low	72.9861759544653	74.9970534436628	3.89961700056445e-17	2.93319017868543e-16	0.713056227352066
Foretinib_2040	High	2.53825733629979	2.46422637746665	low	2.0119021683862	2.02950068825923	9.98025740474362e-05	0.000119074795242803	0.792631282736329
BIBR.1532_2043	High	148.505927435519	148.008473759915	low	114.092311626241	114.712595353203	4.85080828684437e-14	2.09797458406019e-13	0.76826772908293
Pyridostatin_2044	High	31.7558689936341	31.5520199018867	low	27.1675215054579	27.1901296777968	6.4979479378978e-05	7.86115379899524e-05	0.855511827149304
AMG.319_2045	High	144.558341302013	146.689652328967	low	89.5249436909452	89.4606258622745	3.50236051104698e-18	4.32791691722234e-17	0.619299743512612
MK.8776_2046	High	28.7327152860044	29.4385236728648	low	13.4331516651882	14.4849009637375	6.68837111721402e-19	9.6292713115023e-18	0.467521135105927
Ulixertinib_2047	High	9.65752139382308	9.3956293745015	low	7.60600198099857	7.45866700189034	1.92226176409603e-07	2.72583020646404e-07	0.787572884473582
Vinorelbine_2048	High	0.0681278126765333	0.064988696372481	low	0.0370297371840413	0.0373014739939376	2.84951532863738e-09	5.18911738793965e-09	0.54353333432054
VX.11e_2096	High	17.8436299267582	17.8708399133507	low	14.2910904984847	14.009665409319	2.27529492670485e-06	2.9820153206056e-06	0.800907133646268
LJI308_2107	High	188.251077734139	185.679729428326	low	129.975543568282	130.292455326456	2.13078542786915e-16	1.36528103341246e-15	0.690437181729405
AZ6102_2109	High	14.6150760682443	14.5804001353749	low	11.8191330009808	11.7366270169336	1.45301418525704e-09	2.76232367087327e-09	0.808694593568451
GSK591_2110	High	100.296506892889	96.4209689704739	low	75.4815395192058	74.1538340598569	8.02772772637719e-08	1.19723870402005e-07	0.752583931959028
VE821_2111	High	71.6863852037738	74.1230128748756	low	36.9765446366854	39.1259055714821	1.33749089249216e-19	2.8923240550143e-18	0.515809864475337
AT13148_2170	High	43.3901252907624	42.2517806706977	low	33.818486736896	34.0946965687243	7.45985322387681e-05	8.96218477590756e-05	0.779405141383536
